BP2673	NZ_CP012128.1	100.00	951	0	0	1	951	3471673	3472623	0.0	1757
BP2673	NZ_CP012128.1	99.79	951	2	0	1	951	678137	679087	0.0	1746
BP2673	NZ_CP012128.1	99.78	918	2	0	34	951	3893186	3894103	0.0	1685
BP2673	NZ_CP012128.1	100.00	835	0	0	33	867	3950995	3951829	0.0	1543
BP1388	NZ_CP012128.1	100.00	1017	0	0	1	1017	926693	925677	0.0	1879
BP1388	NZ_CP012128.1	100.00	1017	0	0	1	1017	1511892	1510876	0.0	1879
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	983703	982687	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	993069	992053	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	1001690	1002706	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	1305234	1306250	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	1556691	1557707	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	1990737	1989721	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	2522188	2521172	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	2792491	2793507	0.0	1873
BP1388	NZ_CP012128.1	99.90	1017	1	0	1	1017	3399798	3400814	0.0	1873
BP1388	NZ_CP012128.1	99.80	1017	2	0	1	1017	222683	223699	0.0	1868
BP1388	NZ_CP012128.1	99.80	1017	2	0	1	1017	3366504	3367520	0.0	1868
BP1388	NZ_CP012128.1	99.80	1017	2	0	1	1017	3382053	3381037	0.0	1868
BP1388	NZ_CP012128.1	99.80	1017	2	0	1	1017	4042347	4041331	0.0	1868
BP1388	NZ_CP012128.1	99.71	1017	3	0	1	1017	745047	746063	0.0	1862
BP1388	NZ_CP012128.1	99.71	1017	3	0	1	1017	1281123	1280107	0.0	1862
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	28233	27283	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	1365435	1364485	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	1477385	1476435	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	1569831	1568881	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	2274806	2275756	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	2536345	2535395	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	2640018	2639068	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	3248890	3249840	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	3603627	3602677	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	3620613	3621563	0.0	1757
BP0023	NZ_CP012128.1	100.00	951	0	0	1	951	3916605	3915655	0.0	1757
BP0023	NZ_CP012128.1	100.00	950	0	0	1	950	964189	963240	0.0	1755
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	34626	35576	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	50142	51092	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	78587	77637	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	82117	83067	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	157285	156335	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	243846	242896	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	282038	282988	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	302142	303092	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	303191	304141	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	313580	314530	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	318609	317659	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	384514	385464	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	422693	423643	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	436391	435441	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	449780	450730	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	640035	640985	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	649328	650278	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	710702	711652	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	777763	776813	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	816098	817048	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	837804	838754	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	841507	842457	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	855966	856916	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	904097	905047	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	969518	970468	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1034369	1035319	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1040052	1039102	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1047736	1048686	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1146173	1147123	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1166568	1167518	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1191444	1192394	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1311947	1310997	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1312996	1312046	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1429158	1430108	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1542936	1543886	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1642600	1641650	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1840194	1841144	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	1861498	1862448	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2031479	2032429	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2129886	2130836	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2249027	2248077	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2275855	2276805	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2281615	2280665	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2448975	2449925	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2561487	2560537	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2641067	2640117	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2673311	2674261	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2789347	2788397	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2809703	2810653	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2819629	2818679	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2870012	2870962	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2941071	2942021	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	2994633	2995583	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	3037846	3036896	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	3068908	3069858	0.0	1751
BP0023	NZ_CP012128.1	99.89	951	1	0	1	951	3078234	3079184	0.0	1751
