BP2673	NZ_CP026997.1	100.00	951	0	0	1	951	234373	235323	0.0	1757
BP2673	NZ_CP026997.1	100.00	951	0	0	1	951	1407327	1408277	0.0	1757
BP2673	NZ_CP026997.1	99.89	951	1	0	1	951	3726096	3727046	0.0	1751
BP2673	NZ_CP026997.1	99.89	951	0	1	1	951	4223543	4224492	0.0	1749
BP2673	NZ_CP026997.1	99.78	919	2	0	33	951	649643	650561	0.0	1687
BP2673	NZ_CP026997.1	100.00	835	0	0	33	867	78683	79517	0.0	1543
BP1388	NZ_CP026997.1	100.00	1017	0	0	1	1017	1190049	1189033	0.0	1879
BP1388	NZ_CP026997.1	100.00	1017	0	0	1	1017	1976928	1975912	0.0	1879
BP1388	NZ_CP026997.1	100.00	1017	0	0	1	1017	2403306	2404322	0.0	1879
BP1388	NZ_CP026997.1	100.00	1017	0	0	1	1017	2774815	2773799	0.0	1879
BP1388	NZ_CP026997.1	100.00	1017	0	0	1	1017	3637537	3636521	0.0	1879
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	885743	884727	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	1076304	1075288	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	1249941	1248925	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	1259307	1258291	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	1267929	1268945	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	2798926	2799942	0.0	1873
BP1388	NZ_CP026997.1	99.90	1017	1	0	1	1017	3048629	3047613	0.0	1873
BP1388	NZ_CP026997.1	99.80	1017	2	0	1	1017	2149155	2150171	0.0	1868
BP1388	NZ_CP026997.1	99.80	1017	2	0	1	1017	3655282	3656298	0.0	1868
BP1388	NZ_CP026997.1	99.80	1017	2	0	1	1017	4028842	4029858	0.0	1868
BP1388	NZ_CP026997.1	99.71	1017	3	0	1	1017	114945	115961	0.0	1862
BP1388	NZ_CP026997.1	99.71	1017	3	0	1	1017	3621988	3623004	0.0	1862
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	28233	27283	0.0	1757
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	413335	412385	0.0	1757
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	430321	431271	0.0	1757
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	1627165	1626215	0.0	1757
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	2134998	2135948	0.0	1757
BP0023	NZ_CP026997.1	100.00	951	0	0	1	951	3895883	3896833	0.0	1757
BP0023	NZ_CP026997.1	100.00	950	0	0	1	950	1227545	1226596	0.0	1755
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	78585	77635	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	108378	107428	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	122073	121123	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	136108	135158	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	233336	234286	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	265573	266523	0.0	1751
BP0023	NZ_CP026997.1	99.89	951	1	0	1	951	278090	277140	0.0	1751
